"Item Type","Brand/Manufacture","Vendor","SKU","UPC","Case Barcode","Unit Description","Fullname","Pick Name","Unit Weight(lbs)","Length(in)","Width(in)","Height(in)","Item Description","Additional Description"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0003","999123456789","","Each","Arctic Zero Chocolate Peanut Butter Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Chocolate Peanut Butter Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","8.5","999","999","999","Arctic Zero Chocolate Peanut Butter Non-","Dairy Dessert, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0004","076840000661","","Each","Arctic Zero Classic Vanilla Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Classic Vanilla Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","1","999","999","999","Arctic Zero Classic Vanilla Non-Dairy De","ssert, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0005","999123456789","","Each","Arctic Zero Cookie Shake Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Cookie Shake Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","1","999","999","999","Arctic Zero Cookie Shake Non-Dairy Desse","rt, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0006","999123456789","","Each","Arctic Zero Hint of Mint Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Hint of Mint Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","1","999","999","999","Arctic Zero Hint of Mint Non-Dairy Desse","rt, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0007","999123456789","","Each","Arctic Zero Pistachio Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Pistachio Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","1","999","999","999","Arctic Zero Pistachio Non-Dairy Dessert,"," 16 fl. oz. Pint (1-8 Case)"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0008","999123456789","","Each","Arctic Zero Purely Chocolate Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Purely Chocolate Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","1","999","999","999","Arctic Zero Purely Chocolate Non-Dairy D","essert, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Arctic Zero","Arctic Zero","ETFZ-1000-0009","999123456789","","Each","Arctic Zero Salted Caramel Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","Arctic Zero Salted Caramel Non-Dairy Dessert, 16 fl. oz. Pint (1-8 Case)","1","999","999","999","Arctic Zero Salted Caramel Non-Dairy Des","sert, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0010","999123456789","","Each","Babcock Hall Badger Blast Ice Cream, 16 fl. oz. Pint (1-12 Case)","Babcock Hall Badger Blast Ice Cream, 16 fl. oz. Pint (1-12 Case)","999","4","4","4","Babcock Hall Badger Blast Ice Cream, 16 ","fl. oz. Pint (1-12 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0011","999123456789","","Each","Babcock Hall Blue Moon Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","Babcock Hall Blue Moon Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","12","999","999","999","Babcock Hall Blue Moon Ice Cream, 8 fl. ","oz. Half Pint (1-24 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0012","999123456789","","Each","Babcock Hall Blueberry Swirl Ice Cream, 16 fl. oz. Pint (1-12 Case)","Babcock Hall Blueberry Swirl Ice Cream, 16 fl. oz. Pint (1-12 Case)","1","4","4","4","Babcock Hall Blueberry Swirl Ice Cream, ","16 fl. oz. Pint (1-12 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0013","999123456789","","Each","Babcock Hall Cookies and Cream Ice Cream, 16 fl. oz. Pint (1-12 Case)","Babcock Hall Cookies and Cream Ice Cream, 16 fl. oz. Pint (1-12 Case)","12","999","999","999","Babcock Hall Cookies and Cream Ice Cream",", 16 fl. oz. Pint (1-12 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0014","999123456789","","Each","Babcock Hall Mint Chocolate Cookie Ice Cream, 16 fl. oz. Pint (1-12 Case)","Babcock Hall Mint Chocolate Cookie Ice Cream, 16 fl. oz. Pint (1-12 Case)","999","999","999","999","Babcock Hall Mint Chocolate Cookie Ice C","ream, 16 fl. oz. Pint (1-12 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0016","999123456789","","Each","Babcock Hall Orange Custard Chocolate Chip Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","Babcock Hall Orange Custard Chocolate Chip Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","1","4","4","4","Babcock Hall Orange Custard Chocolate Ch","ip Ice Cream, 8 fl. oz. Half Pint (1-24 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0018","999123456789","","Each","Babcock Hall Union Utopia Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","Babcock Hall Union Utopia Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","12","999","999","999","Babcock Hall Union Utopia Ice Cream, 8 f","l. oz. Half Pint (1-24 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0020","999123456789","","Each","Babcock Hall Vanilla Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","Babcock Hall Vanilla Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","12","999","999","999","Babcock Hall Vanilla Ice Cream, 8 fl. oz",". Half Pint (1-24 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0023","999123456789","","Each","Babcock Hall Chocolate Chip Cookie Dough Ice Cream, 16 fl. oz. Pint (1-12 Case)","Babcock Hall Chocolate Chip Cookie Dough Ice Cream, 16 fl. oz. Pint (1-12 Case)","1","4","4","4","Babcock Hall Chocolate Chip Cookie Dough"," Ice Cream, 16 fl. oz. Pint (1-12 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0024","999123456789","","Each","Babcock Hall Chocolate Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","Babcock Hall Chocolate Ice Cream, 8 fl. oz. Half Pint (1-24 Case)","12","999","999","999","Babcock Hall Chocolate Ice Cream, 8 fl. ","oz. Half Pint (1-24 Case)"
"Frozen","Babcock Hall","Babcock Hall","ETFZ-1000-0025","999123456789","","Each","Babcock Hall Chocolat Ice Cream, 16 fl. oz. Pint (1-12 Case)","Babcock Hall Chocolat Ice Cream, 16 fl. oz. Pint (1-12 Case)","999","999","999","999","Babcock Hall Chocolat Ice Cream, 16 fl. ","oz. Pint (1-12 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0027","731493041309","","Each","Graeter's Birthday Cake Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Birthday Cake Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Birthday Cake Ice Cream, 16 fl",". oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0028","731493031201","","Each","Graeter's Black Cherry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Black Cherry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Black Cherry Chocolate Chip Ic","e Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0029","731493030105","","Each","Graeter's Black Raspberry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Black Raspberry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Black Raspberry Chocolate Chip"," Ice Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0030","731493030204","","Each","Graeter's Buckeye Blitz Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Buckeye Blitz Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Buckeye Blitz Chocolate Chip I","ce Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0031","731493020205","","Each","Graeter's Butter Pecan Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Butter Pecan Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Butter Pecan Ice Cream, 16 fl."," oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0032","731493030303","","Each","Graeter's Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Chocolate Chip Ice Cream, 16 f","l. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0033","731493021509","","Each","Graeter's Chunky Chunky Hippo Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Chunky Chunky Hippo Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Chunky Chunky Hippo Ice Cream,"," 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0034","731493030402","","Each","Graeter's Coconut Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Coconut Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Coconut Chocolate Chip Ice Cre","am, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0035","731493030501","","Each","Graeter's Cookie Dough Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Cookie Dough Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Cookie Dough Chocolate Chip Ic","e Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0036","731493020601","","Each","Graeter's Cookies &amp; Cream Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Cookies &amp; Cream Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Cookies &amp; Cream Ice Cream,"," 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0037","731493021301","","Each","Graeter's Dark Chocolate Brownie Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Dark Chocolate Brownie Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Dark Chocolate Brownie Ice Cre","am, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0038","731493030600","","Each","Graeter's Double Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Double Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Double Chocolate Chip Ice Crea","m, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0039","731493020809","","Each","Graeter's Madagascar Vanilla Bean Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Madagascar Vanilla Bean Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Madagascar Vanilla Bean Ice Cr","eam, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0041","731493030709","","Each","Graeter's Mint Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Mint Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Mint Chocolate Chip Ice Cream,"," 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0042","731493030808","","Each","Graeter's Mocha Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Mocha Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Mocha Chocolate Chip Ice Cream",", 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0043","731493040203","","Each","Graeter's Peppermint Stick Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Peppermint Stick Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Peppermint Stick Ice Cream, 16"," fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0045","731493021400","","Each","Graeter's S'mores Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's S'mores Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's S'mores Ice Cream, 16 fl. oz. ","Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0046","731493031409","","Each","Graeter's Salted Caramel Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Salted Caramel Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Salted Caramel Chocolate Chip ","Ice Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Graeter's","Barkulis","ETFZ-1000-0047","731493040401","","Each","Graeter's Strawberry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Graeter's Strawberry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Graeter's Strawberry Chocolate Chip Ice ","Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0048","853842003087","","Each","Purple Door Butter Pecan Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Butter Pecan Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Butter Pecan Ice Cream, 16 f","l. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0049","853842003049","","Each","Purple Door Chocolate Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Chocolate Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Chocolate Ice Cream, 16 fl. ","oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0050","853842003018","","Each","Purple Door Cinnamon Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Cinnamon Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Cinnamon Ice Cream, 16 fl. o","z. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0051","853842003391","","Each","Purple Door DC Cherry Chunk Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door DC Cherry Chunk Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door DC Cherry Chunk Ice Cream, 1","6 fl. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0052","853842003025","","Each","Purple Door Espresso Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Espresso Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Espresso Ice Cream, 16 fl. o","z. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0053","853842003209","","Each","Purple Door Lemon Cardamom Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Lemon Cardamom Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Lemon Cardamom Ice Cream, 16"," fl. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0054","853842003216","","Each","Purple Door Malted Chocolate Chocolate Chunk Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Malted Chocolate Chocolate Chunk Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Malted Chocolate Chocolate C","hunk Ice Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0055","853842003032","","Each","Purple Door Mint Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Mint Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Mint Chip Ice Cream, 16 fl. ","oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0056","853842003117","","Each","Purple Door Raspberry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Raspberry Chocolate Chip Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Raspberry Chocolate Chip Ice"," Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0057","853842003063","","Each","Purple Door Salted Caramel Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Salted Caramel Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Salted Caramel Ice Cream, 16"," fl. oz. Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0058","853842003001","","Each","Purple Door Vanilla Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Vanilla Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Vanilla Ice Cream, 16 fl. oz",". Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0059","853842003155","","Each","Purple Door Whiskey Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door Whiskey Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door Whiskey Ice Cream, 16 fl. oz",". Pint (1-8 Case)"
"Frozen","Purple Door","Barkulis","ETFZ-1000-0060","853842003193","","Each","Purple Door WI Brandy Old Fashioned Ice Cream, 16 fl. oz. Pint (1-8 Case)","Purple Door WI Brandy Old Fashioned Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Purple Door WI Brandy Old Fashioned Ice ","Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0062","640994110424","","Each","Chocolate Shoppe Blue Moon Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Blue Moon Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Blue Moon Ice Cream, 16"," fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0063","640994130859","","Each","Chocolate Shoppe Butter Pecan Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Butter Pecan Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Butter Pecan Ice Cream,"," 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0064","640994111117","","Each","Chocolate Shoppe Cinnamon Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Cinnamon Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Cinnamon Ice Cream, 16 ","fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0065","640994130361","","Each","Chocolate Shoppe Coconut Almond Bliss Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Coconut Almond Bliss Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Coconut Almond Bliss Ic","e Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0066","640994121093","","Each","Chocolate Shoppe Cookie Dough Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Cookie Dough Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Cookie Dough Ice Cream,"," 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0067","640994141619","","Each","Chocolate Shoppe Egg Nog Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Egg Nog Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Egg Nog Ice Cream, 16 f","l. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0068","640994121789","","Each","Chocolate Shoppe Exhausted Parent Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Exhausted Parent Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Exhausted Parent Ice Cr","eam, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0069","640994123943","","Each","Chocolate Shoppe Mackinac Island Fudge Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Mackinac Island Fudge Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Mackinac Island Fudge I","ce Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0070","640994123998","","Each","Chocolate Shoppe Mint Avalanche Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Mint Avalanche Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Mint Avalanche Ice Crea","m, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0071","640994114613","","Each","Chocolate Shoppe Old Fashioned Vanilla Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Old Fashioned Vanilla Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Old Fashioned Vanilla I","ce Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0073","640994114903","","Each","Chocolate Shoppe Peppermint Stick Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Peppermint Stick Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Peppermint Stick Ice Cr","eam, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0074","640994125886","","Each","Chocolate Shoppe Strawberry Cheesecake Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Strawberry Cheesecake Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Strawberry Cheesecake I","ce Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0075","640994136219","","Each","Chocolate Shoppe This $&amp;@! Just Got Serious Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe This $&amp;@! Just Got Serious Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe This $&amp;@! Just Got ","Serious Ice Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0076","640994136226","","Each","Chocolate Shoppe Turtle Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Turtle Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Turtle Ice Cream, 16 fl",". oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0077","640994126456","","Each","Chocolate Shoppe Ultimate Oreo Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Ultimate Oreo Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Ultimate Oreo Ice Cream",", 16 fl. oz. Pint (1-8 Case)"
"Frozen","Chocolate Shoppe","Chocolate Shoppe","ETFZ-1000-0078","640994117850","","Each","Chocolate Shoppe Zanzibar Dark Chocolate Ice Cream, 16 fl. oz. Pint (1-8 Case)","Chocolate Shoppe Zanzibar Dark Chocolate Ice Cream, 16 fl. oz. Pint (1-8 Case)","999","999","999","999","Chocolate Shoppe Zanzibar Dark Chocolate"," Ice Cream, 16 fl. oz. Pint (1-8 Case)"
"Frozen","Haagen-Dazs","DOT","ETFZ-1000-0079","074570834662","","Each","Haagen-Dazs Spirits Rose' &amp; Cream Ice Cream, 14 fl. oz. Pint (1-8 Case)","Haagen-Dazs Spirits Rose' &amp; Cream Ice Cream, 14 fl. oz. Pint (1-8 Case)","0.9","999","999","999","Haagen-Dazs Spirits Rose' &amp; Cream Ic","e Cream, 14 fl. oz. Pint (1-8 Case)"
"Frozen","Haagen-Dazs","DOT","ETFZ-1000-0080","074570883325","","Each","Haagen-Dazs Spirits Whiskey Hazelnut Latte Ice Cream, 14 fl. oz. Pint (1-8 Case)","Haagen-Dazs Spirits Whiskey Hazelnut Latte Ice Cream, 14 fl. oz. Pint (1-8 Case)","999","999","999","999","Haagen-Dazs Spirits Whiskey Hazelnut Lat","te Ice Cream, 14 fl. oz. Pint (1-8 Case)"
"Frozen","Haagen-Dazs","Dreyers","ETFZ-1000-0081","074570197255","","Each","Haagen-Dazs Belgian Chocolate Coffee & Vanilla Ice Cream, 14 fl. oz. Pint (1-8 Case)","Haagen-Dazs Belgian Chocolate Coffee & Vanilla Ice Cream, 14 fl. oz. Pint (1-8 Case)","999","3.95","3.95","4","Haagen-Dazs Belgian Chocolate Coffee & V","anilla Ice Cream, 14 fl. oz. Pint (1-8 Case)"
"Frozen","Haagen-Dazs","Dreyers","ETFZ-1000-0082","074570503605","","Each","Haagen-Dazs Lemon Raspberry White Chocolate Ice Cream, 14 oz. Tub (1-8 Case)","Haagen-Dazs Lemon Raspberry White Chocolate Ice Cream, 14 oz. Tub (1-8 Case)","999","3.95","3.65","4","Haagen-Dazs Lemon Raspberry White Chocol","ate Ice Cream, 14 oz. Tub (1-8 Case)"
"Frozen","Haagen-Dazs","Dreyers","ETFZ-1000-0083","074570973163","","Each","Haagen-Dazs Salted Caramel & Chocolate Ice Cream, 14 fl. oz. Pint (1-8 Case)","Haagen-Dazs Salted Caramel & Chocolate Ice Cream, 14 fl. oz. Pint (1-8 Case)","999","3.95","3.95","4","Haagen-Dazs Salted Caramel & Chocolate I","ce Cream, 14 fl. oz. Pint (1-8 Case)"
"Frozen","Haagen-Dazs","Dreyers","ETFZ-1000-0084","074570442881","","Each","Haagen-Dazs Vanilla & Blackberry Ice Cream, 14 fl. oz. Pint (1-8 Case)","Haagen-Dazs Vanilla & Blackberry Ice Cream, 14 fl. oz. Pint (1-8 Case)","999","3.95","3.95","3.95","Haagen-Dazs Vanilla & Blackberry Ice Cre","am, 14 fl. oz. Pint (1-8 Case)"
"Frozen","Haagen-Dazs","DOT","ETFZ-1000-0085","10074570534002","","Each","Haagen-Dazs Cherry Vanilla Ice Cream, 14 fl. oz. Pint (1-8 Case)","Haagen-Dazs Cherry Vanilla Ice Cream, 14 fl. oz. Pint (1-8 Case)","999","999","999","999","Haagen-Dazs Cherry Vanilla Ice Cream, 14"," fl. oz. Pint (1-8 Case)"
